,_id,username,role,supporter,verified,country,gamesplayed,gameswon,rating,glicko,rd,rank,apm,pps,vs,decaying
0,5e844b0868270e617d52c990,czsmall0402,user,True,False,,238,215,24978.63254014433,3363,84,x,146.55,3.19,321.62,False
1,5f5dbcc4454e942b4fdfc5fa,vincehd_,user,True,True,PH,162,149,24977.281402454148,3336,66,x,148.18,3.42,332.45,False
2,5e7cd9b6552a596c95f3c0a0,jason0107,user,,False,TW,203,174,24971.06027477566,3273,67,x,146.11,3.63,323.59,False
3,6005c355413441e94a56c91f,seunghun1004,user,,False,KR,105,96,24963.11138100913,3208,66,x,125.46,3.41,284.71,False
4,5eb11da1e47b643b5d12e5f1,gamaover,user,True,True,JP,332,245,24962.642754183264,3205,66,x,121.62,2.93,279.35,False
5,5e4f0ad196a8426ec442746e,qmk,user,True,True,US,287,246,24962.635385394493,3214,82,x,124.17,2.72,276.36,False
6,5e40825a4be6907ad7eab03d,sm999,user,,False,US,411,325,24960.42582626432,3204,90,x,145.22,3.59,297.2,False
7,5ea01a4023c2213fb5d896ce,bazzy,user,,False,KR,358,307,24959.276857015324,3192,84,x,141.4,3.41,298.49,False
8,5eadf2538bba9670ff749838,uyeshota,user,True,True,JP,745,560,24955.87651491593,3163,68,x,142.38,3.13,308.56,False
9,5e7ef588480f046c87d71e6a,nairod7,user,,False,PH,187,139,24952.897731560344,3150,77,x,127.01,3.01,296.53,False
10,5e3f7f475f52586eee883140,circu1ation,user,,False,HK,405,262,24947.673526685463,3116,65,x,149.79,3.44,311.57,False
11,5e771325a8a28e1c6b9e224b,lita,user,,False,KR,301,230,24947.524532673997,3128,88,x,140.57,3.36,297.3,False
12,5e776ff4eb714e28ff396826,rippleyo,user,,False,,690,489,24945.392855454742,3107,69,x,107.79,2.63,242.7,False
13,5e479e03b7c60f23a497ef55,master,user,True,False,PE,287,224,24935.40160344267,3062,66,x,115.77,3.38,257.14,False
14,5e89fca2fd676e407898adbe,fortissim2,user,,False,CA,162,136,24928.89312018526,3038,71,x,122.81,3.03,274.7,False
15,5e3f6ebe3dacc16dbc4dd6aa,doremy,user,True,True,FR,804,588,24922.258056033745,3014,69,x,121.51,3.03,262.96,False
16,5ef74f58efada759d102d332,monkeyida,user,,False,TW,179,141,24918.508889016466,3002,69,x,122.12,2.94,274.54,False
17,5e9f1c61530bc13f9fdcf811,cdqd,user,,False,AU,722,529,24915.942122589862,2993,68,x,121.31,3.2,275.6,False
18,5ec209f046fbeb624db400e7,shan,user,,False,NZ,275,207,24912.72227222059,2983,67,x,116.19,2.97,260.97,False
19,5e40a8a84be6907ad7eab369,ducklife4player,user,True,False,US,550,392,24910.557331452816,2976,65,x,117.38,3.19,254.52,False
20,5fb0b7183a6a8b21b897e660,bezdakez,user,,False,AU,286,223,24909.67601651044,2974,67,x,118.1,2.97,253.6,False
21,5e436daf368a5d2489fbf848,star,user,True,True,KR,113,93,24909.533941082078,2982,84,x,120.61,3.16,265.18,False
22,5e40866a4be6907ad7eab093,blink,user,True,True,US,333,206,24900.520367550555,2947,64,x,111.21,3.09,249.59,False
23,5e5519a1d3d34d221686816b,z2sam,user,True,True,NO,1285,930,24898.01044539566,2941,66,x,109.01,3.05,236.75,False
24,5eb64241876b6b0ffcb6da9d,gary0728,user,,False,TW,250,187,24897.93825908617,2941,67,x,115.54,2.75,258.62,False
25,5e776b471c08bb29066f77fa,whitemerald,user,,False,JP,89,70,24892.084187298526,2932,78,x,122.41,2.84,264.61,False
26,5e57d47141d15b6621450b35,pokedialga,user,,False,TW,310,220,24891.68998451088,2927,70,x,121.2,2.7,261.17,False
27,5e47696db7c60f23a497ee6c,caboozled_pie,user,True,True,US,2431,1474,24890.83376317865,2924,67,x,132.89,3.02,268.19,False
28,5e97a3b66d7a977e4cdb079f,quantumhornet4,user,,False,US,595,396,24886.904416762074,2915,68,x,125.82,3.03,260.25,False
29,5e40a2b74be6907ad7eab292,cheep,user,,False,US,280,203,24886.453828587957,2915,69,x,103.7,2.49,229.28,False
30,5e8a7177e0f3ac5e2acb2797,combostorm,user,True,True,US,526,355,24886.20599730749,2912,65,x,104.57,2.97,233.72,False
31,5e474faeb7c60f23a497ed8a,moon,user,True,False,KR,137,106,24885.188178136927,2914,74,x,123.25,3.14,265.7,False
32,5e383324456244768a097519,lordtime,user,,False,VN,664,396,24871.612533777974,2880,64,x,109.82,2.86,245.49,False
33,5f15d37aae1410756edb84b4,fanboy_,user,,False,PH,174,138,24871.21423032365,2881,70,x,97.7,2.74,220.98,False
34,5e77cec01c08bb29066f803f,agrais,user,,False,GB,181,125,24863.793771763725,2872,80,x,111.17,2.82,255.2,False
35,5ea93960325d7d6e3b8d0404,enustishoy,user,True,False,TH,107,91,24859.268690476074,2872,97,x,119.23,3.08,256.6,False
36,5f887fcc528924e6c3b315fe,oldtall,user,,False,TW,277,203,24849.90286972431,2841,71,x,111.43,2.71,246.8,False
37,5e3b1f06d4f01d2fa33a52eb,syperion,user,,False,GB,249,167,24849.321603391396,2841,72,x,105.07,3.15,216.61,False
38,5e7e1ef3227d876c8e031054,ecans,user,True,False,GB,963,651,24846.935303147795,2834,65,x,100.97,2.71,225.47,False
39,5e38b6fada96810bc7f8f65e,jed,user,True,False,UY,184,140,24846.437316353495,2837,74,x,98.23,2.93,218.68,False
40,5e76bfa93b02231ab3bc5df7,minest,user,,False,JP,1544,989,24843.08005938696,2828,66,x,105.66,2.62,226.74,False
41,5f6726f8484fe92b48f6fb6c,sogui,user,,False,,192,142,24840.196352565858,2825,71,x,103.1,2.91,221.52,False
42,5eafb2840986230fd35f652f,fierylight,user,,False,CA,150,111,24838.929308082355,2826,77,x,107.41,2.89,232.69,False
43,5eba5762eaad4a100d8dd44b,flex,user,,False,KR,42,32,24838.069252995632,2826,88,x,95.29,2.85,215.27,True
44,5eccb96a0fc2886c082c85db,knk,user,,False,JP,1158,749,24837.509813764755,2819,66,x,100.21,2.92,224.68,False
45,5e77b6c377fbb428eaebc64e,bentoboxer,user,True,False,US,843,521,24826.032698431696,2800,64,x,98.36,2.74,222.82,False
46,5f16f324b9b671755391d96e,firesun,user,,False,KR,617,413,24824.05902422885,2798,70,x,91.02,2.9,226.39,True
47,5e7df349227d876c8e030e12,hua,user,,False,TW,394,269,24821.277698438913,2794,68,x,95.19,2.69,217.16,False
48,5e767321b040a31ac8b03de3,orangejuice,user,,False,,210,127,24817.655546059188,2791,74,x,115.02,2.73,242.94,False
49,5e931d45f889370f5a901693,twirler,user,,False,MY,235,168,24815.58368270352,2789,74,x,100.43,2.56,224.22,False
50,5e4090644be6907ad7eab161,alvgreat,user,,False,US,616,396,24815.300360562396,2784,64,x,109.89,2.83,242.62,False
51,5e8fe29822419c5beba6ef90,thomastik,user,,False,TW,646,391,24812.075326885628,2780,65,x,95.6,2.22,217.73,False
52,5e7f2a46ce1b046ca2a4076b,bada,user,,False,BE,193,137,24811.927212528582,2784,93,x,102.25,2.54,235.11,True
53,5e434cd4368a5d2489fbf5bf,1081p,user,,False,US,534,336,24793.3980701806,2754,64,x,88.92,2.15,202.11,False
54,5e78fc7cf301bc34b6110378,sniraite,user,,False,HK,374,249,24787.406934431496,2750,90,x,109.41,2.8,240.64,True
55,5e381f4c456244768a097502,zack101155,user,,False,MY,247,159,24787.282052926177,2749,69,x,104.21,2.46,234.31,False
56,5e476c83cd3e00239ed375e6,frostfire,user,,False,CA,707,440,24786.979655869523,2747,65,x,104.56,2.52,209.01,False
57,5e3d85b42445dd5207770d0c,garbo,user,True,True,CA,2708,1525,24784.808755813116,2743,62,x,105.9,2.65,229.5,False
58,5e70d6faf4d07803edf62cb2,kirigo,user,,False,PH,389,236,24782.315048918914,2741,66,x,98.72,2.34,218.33,False
59,5e8a899a466f9b5e37ad6770,qepsi,user,,False,US,2806,1622,24779.958711661908,2739,87,x,90.08,2.46,209.17,True
60,5fec827c60fd3a0b8106881a,koreanzombie,user,,False,KR,63,54,24777.030487420594,2736,69,x,103.09,3.02,234.0,False
61,5ead8193a481005a1ca3804f,hej123,user,,False,SE,73,56,24776.498883190507,2739,100,x,100.24,2.79,221.38,True
62,5e9abf2f77ea8f7e3000b7e0,xfly,user,,False,TW,85,63,24764.945335549277,2730,99,x,109.79,2.95,233.42,True
63,5e59afc0dc70d524cd716c4e,ugm,user,,False,,1608,973,24761.315711884992,2716,64,x,94.3,2.43,221.11,False
64,5e3e0aba5729355ae1f3dc0a,spider,user,,False,,561,310,24755.107066438788,2710,66,x,100.29,2.84,229.39,False
65,5e71667c7ebe6603fa38163e,corona,user,,False,MX,494,295,24745.91595817286,2700,64,x,93.16,2.63,209.37,False
66,5e9429d8686842382d1d0503,einz,user,,False,JP,241,166,24743.63613975503,2713,99,x,88.4,2.49,197.95,False
67,5e88d0ead351fa71316ba29e,promooooooo,user,,False,US,665,385,24743.0061641274,2697,65,x,99.06,2.81,221.19,False
68,5e76725a2cd9101aa638856f,brian,user,,False,US,944,614,24740.186008597695,2694,64,x,99.91,2.7,218.48,False
69,5e9b39cc53f8813fadb7b449,cubi,user,True,False,AQ,1561,865,24725.871757562647,2679,63,x,91.52,2.39,206.87,False
70,5fb64f380d1b7a21c53720ae,stonesoup,user,,False,KR,88,67,24723.960575515623,2683,79,x,107.11,2.88,227.27,True
71,5ece93c6ad2b9b6c11308ebb,eiriel,user,,False,CA,1256,755,24706.234117709486,2661,63,x,98.07,2.71,216.14,False
72,5e7729c635486f1ac1e6fcc8,casquade,user,True,False,KR,747,430,24705.73793916179,2662,68,x,90.58,2.36,203.93,False
73,5ff706435d983c3235809aa4,tetristarr,user,,False,KR,68,49,24705.64540118361,2662,68,x,92.19,3.06,225.11,False
74,5e82dea8c6dc0646d9ba7ca1,trapcoat,user,,False,ID,534,322,24703.877596284616,2659,63,x,106.19,2.91,223.42,False
75,5eca9f4917246d5907d97d32,2162p,user,,False,US,190,122,24703.41382043501,2671,94,x,81.76,2.11,180.32,False
76,5eabcf10916a534280095553,enrapture,user,,False,CA,606,373,24703.307500282088,2659,65,x,80.74,2.35,193.18,False
77,6001693b9ba9edf96ce69624,pallet,user,,False,PH,224,146,24699.789438562046,2656,65,x,96.63,2.73,216.27,False
78,5e487260a7245e30e51cb10f,mistuki0316,user,True,False,,297,191,24695.91063796261,2666,98,x,90.59,2.43,193.41,False
79,5ec47a6026fbfd625b8257da,spoilstick,user,,False,,430,258,24692.917420588918,2655,80,x,96.67,2.55,214.96,False
80,5e768874b040a31ac8b044a4,mewk,user,True,False,VA,1290,745,24692.108069163496,2648,62,x,93.15,2.52,205.03,False
81,5e76727a2cd9101aa6388582,merevir,user,,False,FR,734,428,24692.044112579726,2649,64,x,94.6,2.63,197.39,False
82,5e9cec7523c2213fb5d85dba,pfixfixp,user,,False,TW,410,251,24691.735328842264,2649,65,x,106.88,2.82,231.86,False
83,5e7bcd52bc5a5a5832d059d9,yotipo,user,,False,US,551,335,24690.939739443103,2649,69,x,85.13,2.49,195.76,True
84,5e8bfb4c941124029e1a2733,anameru,user,True,False,,2024,1104,24681.990178070555,2640,62,x,99.3,2.7,207.73,False
85,5fff2989ad04ecf98e90ebe8,blacknut,user,,False,KR,38,34,24680.603902727064,2642,77,x,78.98,2.65,193.58,True
86,5e8b433f466f9b5e37ad7055,hightech,user,True,False,KR,362,228,24679.229134188034,2639,84,x,101.14,3.21,226.28,True
87,5e497e4efad3ca55f65124b6,babysoul,user,,False,,430,266,24677.919411636012,2637,72,x,101.13,3.01,219.32,True
88,5f2fb66e98b96fe8fc0216ff,sdfg,user,,False,TW,783,500,24677.67046733449,2637,64,x,87.6,2.23,200.04,False
89,5e5b48f6d0a1043a3bde355d,bamge,user,,False,KR,602,342,24667.881395831348,2629,64,x,100.98,2.96,217.62,False
90,5e7d2749552a596c95f3c4f1,25pi25,user,True,False,IN,373,221,24664.82969085586,2626,64,x,94.94,2.65,204.95,False
91,5ff16a0360fd3a0b81074444,yoou2436,user,,False,KR,46,33,24659.906966484283,2624,68,x,87.39,2.69,208.88,False
92,5ea7118c3511bf63d56aa31b,lmfinish,user,True,False,BR,848,469,24657.738988457688,2621,64,x,104.11,2.53,225.55,False
93,5ff709c3e5a75e32120051dd,mydriasis,user,,False,JP,75,55,24655.85986597084,2619,64,x,90.82,2.51,203.63,False
94,5e7d2df0227d876c8e030558,ploo,user,,False,CA,1578,866,24649.358696265193,2614,64,x,87.16,2.31,194.56,False
95,5edea2fe983f1c38ee0c619c,osw,user,,False,US,475,282,24648.270697932963,2613,63,x,91.99,2.35,196.45,False
96,5e3f7ce25f52586eee883122,gendragfan,user,,False,US,1612,881,24646.841857489075,2612,62,x,98.27,2.62,214.49,False
97,5e35f2da11f6a965ceba62d1,salubris,user,,False,DK,276,179,24646.633883094564,2619,83,x,94.81,2.58,205.89,False
98,600e9733092f1be95871c137,rukru,user,,False,KR,65,45,24646.242028668108,2613,66,x,98.11,2.97,213.09,False
99,5e47ae31a1a95823ab40f321,recount,user,,False,KR,949,558,24642.1054104532,2609,64,x,97.98,2.8,208.82,False
100,5ececad214ab4b6c0fb97513,tasy,user,,False,KR,60,49,24637.717704704173,2608,72,x,94.48,2.92,214.84,False
101,5ee2aa3f4313aa59b951fa81,tatoes,user,True,False,IE,1360,743,24637.54194121029,2605,62,x,97.56,2.45,214.5,False
102,5e7728fe5bc0c31aba228c5e,polygon,user,,False,JP,766,463,24622.313096615777,2598,77,x,94.94,2.28,214.0,True
103,5e77a1c3bc9b2b2a7b6a0389,intris,user,,False,SG,335,216,24621.078992911665,2603,90,x,104.5,2.95,212.66,False
104,5eddb90592b18438f4297975,noobdesu,user,,False,US,114,72,24620.005473669175,2599,99,x,81.16,1.89,186.11,True
105,5eb4ee41a59e1e6c236f5ff3,maanyan,user,,False,,879,525,24616.24517138192,2591,80,x,96.62,2.77,209.45,True
106,5e4e582a3aa9766ebd47cf4d,goeasy,user,,False,NZ,359,228,24615.437208220395,2590,65,x,79.48,2.23,187.36,False
107,5e480dffa1a95823ab40f63a,smolbepis,user,,False,US,672,385,24612.054269618264,2588,65,x,93.88,2.53,209.42,False
108,60160fba092f1be958731768,mozu,user,,False,,93,61,24607.43753138527,2585,66,x,92.97,2.6,198.09,False
109,5f1c5b4a2b46ec11484c6229,maggi_mee,user,,False,MY,168,108,24604.693510404315,2582,64,x,104.72,2.49,227.43,False
110,5e4c4b729d5b623fb66d3840,sodiumoverdose,user,,False,US,1104,643,24602.868001664014,2581,65,x,84.62,2.7,182.12,False
111,601505ae029639e93c9970f3,secreta,user,,False,KR,139,92,24599.822543271275,2579,64,x,89.62,2.62,198.28,False
112,5e61f3ada398b525b9d12528,ling1211,user,,False,MY,99,66,24595.79457533108,2580,73,x,95.95,2.4,211.11,False
113,5e3f5fa002e5ed6c2ad4b452,shardnguyen,user,,False,VN,591,360,24593.738286868163,2576,66,x,84.73,2.21,195.67,False
114,5fe5969a7b93d50b964eb4ab,lololololololol,user,,False,KR,57,44,24589.608409231307,2576,74,x,88.99,2.24,208.35,False
115,5ff2c3877222310b7a508a27,mononome,user,,False,JP,660,392,24587.883607227788,2572,65,x,93.41,2.44,207.06,False
116,5fb71b960d1b7a21c5374292,tetris_tv,user,,False,KR,130,84,24587.115265172884,2571,63,x,87.64,2.5,193.78,False
117,5e7672595bc0c31aba227207,omegagon,user,,False,US,619,360,24585.887409992385,2575,85,x,96.1,2.4,206.73,True
118,5edb38a6d78cf677629cfc18,kiandavila,user,,False,PH,395,221,24585.01928746984,2580,93,x,91.88,2.74,203.89,False
119,6014c9b8d8fdbde951f0cd73,yellowcard,user,,False,KR,69,50,24583.16717164794,2568,64,x,93.01,2.76,208.34,False
120,5fa5036f9c458b973fbc0813,pekonami,user,,False,,47,33,24580.358360076505,2569,71,x,94.6,2.54,203.41,False
121,5e76f08f35486f1ac1e6f8f1,iljain,user,,False,TW,2304,1358,24575.51534222549,2564,65,x,90.11,2.34,180.8,False
122,5f6efcc023dcdc2b348fbf8f,123_,user,,False,KR,99,68,24573.21810653779,2562,65,x,93.03,2.59,196.8,False
123,5e8b1d26e0f3ac5e2acb3128,stickmancomic,user,,False,MY,754,436,24569.545647660463,2561,69,x,117.27,2.69,234.82,False
124,5e7743dab040a31ac8b05612,sonicshell,user,,False,HK,103,73,24569.51549963098,2564,78,x,89.45,2.46,193.39,False
125,5e4092d34be6907ad7eab18e,beastinshen,user,True,True,US,1192,704,24567.075382209303,2558,62,x,82.08,2.43,191.98,False
126,5f50db43fdafc22e7e0356b7,ristel,user,True,False,PL,921,510,24564.79175297535,2556,63,x,91.65,2.67,204.16,False
127,5ff3e0aee5a75e3212ffbe4f,dazzling,user,,False,KR,135,94,24563.58286577214,2556,63,x,75.28,2.53,182.49,False
128,5eef625de681006c05c46e28,ftchfutoka,user,,False,,218,136,24562.19650875134,2556,72,x,86.22,2.27,194.43,True
129,5fd9fb1447d24e21d37d830e,stickman,user,True,False,KR,149,95,24562.039333739685,2555,63,x,89.62,2.58,208.31,False
130,5ff9a66b136e2f320ba7a3b7,onflow,user,,False,KR,87,55,24561.935758568547,2556,66,x,90.82,2.57,206.91,False
131,5e7774e0bbaec028e43ac8ec,ccc,user,,False,TW,357,211,24561.912793746866,2557,69,x,86.64,2.5,188.69,False
132,5ed49367e059476c019a4daf,rky1618,user,,False,CA,115,79,24559.902387434835,2555,67,x,85.25,2.42,192.29,False
133,5e4ec46396a8426ec4427337,lelerrer,user,,False,NO,711,404,24559.31122296513,2558,77,x,93.16,2.54,203.7,False
134,5e774ff7a8a28e1c6b9e2664,crozet,user,,False,,462,277,24555.059053143617,2551,64,x,88.45,2.39,186.89,False
135,5eb0c0d6d1a07c3b4f1628f2,wtf,user,,False,US,1370,774,24554.578600405486,2550,63,x,76.49,2.22,180.33,False
136,600fba0ed8fdbde951efd95b,tom_zz,user,,False,KR,36,29,24553.90104929971,2553,72,x,84.52,3.11,195.57,False
137,5e98b21e77ea8f7e30009287,dimentio,user,True,True,CA,64,45,24550.286719492382,2559,95,x,84.26,2.38,192.18,False
138,5e4a8f875b508f0b822246e3,monkeyboy,user,,False,AU,907,495,24549.048098310726,2547,63,x,82.56,2.16,185.48,False
139,5f2b7e44fdbfa4d140ac1a91,mooned,user,,False,,641,358,24548.990340511744,2548,66,x,88.35,2.43,199.65,False
140,5f515d81fdafc22e7e036614,unable,user,,False,KR,62,42,24548.632274456882,2548,85,x,94.86,2.68,208.62,True
141,5e3dfd205729355ae1f3dbbf,dal,user,True,False,GB,658,374,24548.42407562867,2558,95,x,87.82,2.38,194.01,True
142,5e76ce92a8a28e1c6b9e1bcf,farhan,user,,False,ID,81,60,24546.86796244309,2555,91,x,91.33,2.75,200.17,True
143,5e49b3a5fad3ca55f6512816,dmillion,user,,False,US,87,62,24539.830462703754,2547,80,x,97.6,2.64,205.09,False
144,5eba7e13e9fc221004790929,shining3878,user,,False,JP,1017,564,24539.001600661122,2542,67,x,90.03,2.49,199.04,False
145,5f296b487adb94927572d39a,selfishhuman,user,,False,MY,273,169,24536.345374716188,2540,64,x,98.76,2.54,206.62,False
146,5f06d8ed8967d22069ef2b5d,stupiz,user,,False,US,213,136,24535.59698587266,2544,77,x,85.2,2.49,193.17,False
147,5e49bf2efad3ca55f65128e3,addtaghere,user,True,True,US,381,228,24531.945865633912,2537,62,x,100.71,2.6,205.89,False
148,5e9e1e0223c2213fb5d87406,unnamed,user,,False,CH,798,454,24530.834395189126,2540,75,x,89.68,2.3,193.82,False
149,5e4e264c96a8426ec442713e,bobatea,user,True,False,AQ,2232,1296,24527.04146482547,2534,62,x,90.61,2.66,202.62,False
150,5e3a85c255fc302996cd8cca,tetrian22,user,,False,AU,428,245,24524.257453081227,2533,63,x,88.45,2.6,195.43,False
151,5e40a9284be6907ad7eab376,dynamite885,user,,False,KR,130,86,24522.19443812416,2532,66,x,88.96,2.28,195.55,True
152,5ebe05480cfca96246a9cb80,keshy,user,,False,MX,801,451,24517.151989250207,2529,64,x,86.64,2.49,200.47,False
153,5e795d3d07d39934a1dfcfe2,yuio,user,,False,US,747,418,24516.245488941164,2534,82,x,85.95,2.3,196.2,False
154,5febd3eb60fd3a0b81066da9,ren_gaming,user,,False,US,40,33,24515.413190579187,2530,81,x,71.74,2.36,155.36,True
155,5f8f2cca3d29b13498208c7d,amfudge31,user,,False,US,141,95,24514.353457798545,2528,89,x,83.67,2.23,189.82,True
156,5f8b77ff5e27a734b39e039d,gomidesu,user,,False,JP,109,81,24511.755036713905,2538,100,x,88.89,2.76,181.99,True
157,5e45fdfc5f7575555d81d98f,luminno,user,True,False,,227,135,24511.668581745387,2526,83,x,97.77,2.56,211.32,True
158,5e7899006bb466349a474dac,deepsea,user,,False,,490,288,24510.499192093153,2525,68,x,97.24,2.75,201.38,True
159,5f4125d5fdafc22e7e01a430,korea_,user,,False,KR,172,101,24510.08076624006,2525,71,x,71.59,2.49,168.8,True
160,5fc195699efe6021cc6ad9d4,datsmylollipop,user,,False,US,260,159,24509.6628895751,2526,73,x,72.12,2.09,170.55,True
161,5ef7e1adfd49e459caadefa3,w1k1,user,,False,US,218,127,24507.2291912112,2523,63,u,67.85,2.2,174.71,False
162,5efa434dfd49e459caae24b8,merhorn,user,,False,JP,842,509,24505.14668598015,2522,76,x,79.63,2.4,183.83,True
163,5e48b9121e4ef230de175bf8,may,user,,False,KR,92,60,24487.290851828515,2515,70,u,88.31,2.6,190.36,False
164,5ec956fdce3949590e8303e1,sung1,user,,False,KR,271,163,24483.985392678253,2511,70,u,76.97,2.61,183.42,True
165,5ec6758046fbeb624db4816a,agar02,user,True,False,ES,1119,616,24482.71603531317,2510,74,x,61.3,1.62,154.27,True
166,5e7f5218d0c40c6c8067039c,darkside,user,,False,JP,170,103,24477.768649071302,2509,68,u,81.24,2.47,180.55,True
167,5ee8beb8d67e5223eee692c2,yuureighost,user,,False,JP,272,159,24477.061997469365,2509,68,u,93.68,2.37,198.77,False
168,5e4160bb4be6907ad7eabaae,ktoto,user,,False,RU,343,205,24475.32616541209,2509,70,u,88.53,2.48,188.95,False
169,5f55e925ead0072b56cd42e2,ix1iv,user,,False,JP,25,25,24462.484472064865,2506,81,u,129.95,2.7,256.26,False
170,5e795cb0f301bc34b61109b2,ykzl,user,,False,JP,143,92,24457.32884440837,2503,98,x,93.8,2.35,200.59,True
171,5ed4b847ad2b9b6c11313c1f,lunarur,user,,False,JP,495,289,24454.747958757136,2496,64,u,85.07,2.19,190.28,False
172,5e4c81390c7f275a3c5b0bbd,lobsterpokemon,user,,False,US,2263,1224,24454.11854016461,2496,64,u,80.84,2.11,178.76,False
173,5e3e049e5729355ae1f3dbf0,rayhan,user,,False,ID,90,64,24452.078655358084,2498,80,u,84.03,2.33,186.18,True
174,5e80f5db552a596c95f3f3cf,kevincentius,user,,False,ID,1638,921,24447.42599205982,2493,64,u,80.28,2.09,182.59,False
175,5f49bfd09d8f5e2e957fc1a3,shinkiii,user,,False,US,175,113,24440.562901723177,2489,86,x,82.33,1.95,183.86,True
176,5e505275278d291d983fd86b,musik,user,,False,US,5398,3056,24422.994970536318,2481,63,u,65.41,1.87,160.59,False
177,5e7a4712e55cb634a81b620f,ql4707,user,,False,US,621,349,24422.86776361684,2481,63,u,90.46,2.46,202.5,False
178,5f2fca9d2bce9be8df8788be,aceriterium_a,user,,False,KR,163,103,24422.860998891967,2482,92,x,84.4,2.66,187.6,True
179,5fe413c160fd3a0b810549eb,x____x,user,,False,KR,349,200,24422.608664449184,2481,63,u,72.89,2.48,175.37,False
180,5e767b223b02231ab3bc52cb,ayayaspantsu,user,,False,CH,985,558,24417.982377479293,2479,93,x,94.31,2.71,184.4,True
181,5ef6d00d09192559c3f82b0f,tmori,user,,False,JP,342,220,24411.27135120632,2482,84,u,108.14,2.72,211.01,False
182,5e4df862f5d51a6eb7ec0e43,moogra,user,,False,US,252,154,24407.246656398816,2474,97,x,88.61,2.3,196.16,True
183,5e3e43f45729355ae1f3dcf4,baseballboy,user,True,False,US,178,109,24391.981799727033,2468,65,u,85.31,2.09,185.5,False
184,5fb8e4ac3a6a8b21b8993c9e,japa,user,,False,JP,410,234,24382.761038103345,2463,63,u,83.69,2.45,190.07,False
185,5ee39f1f295a2e59d55c5931,goonerjimmy,user,,False,GB,570,322,24381.213207819983,2463,64,u,83.27,1.93,189.07,False
186,5e895bf3fd676e407898a563,tstman,user,True,False,US,459,255,24374.780768994635,2460,63,u,79.79,2.19,179.2,False
187,5ec8a112e093f63e3c2ad24b,zounetri,user,,False,PH,794,467,24374.60762457353,2460,64,u,73.35,2.38,155.65,False
188,5e4728669296560d52ab7051,hiryu,user,,False,GB,301,174,24371.438151632523,2466,91,u,101.27,2.77,204.99,True
189,5f85d903197fd83c076a70aa,neversaygg,user,,False,US,96,60,24364.81705327786,2456,64,u,97.98,2.44,198.6,False
190,5e7143c90f031003f4393fbf,kisun,user,,False,US,1496,802,24364.231635571916,2455,62,u,69.06,2.22,168.34,False
191,5f19c9bbfcb5976c08ed6d55,qwas,user,,False,GB,79,53,24364.161090118014,2456,95,u,85.0,2.4,196.97,True
192,5e795cdd07d39934a1dfcfde,xtremex,user,,False,CN,199,116,24360.899156487423,2456,71,u,83.51,2.16,188.47,False
193,5e771118a8a28e1c6b9e2221,faggom,user,,False,KR,618,341,24360.67262078714,2453,62,u,87.96,2.55,193.09,False
194,5f68dab01a734d2b41c270b9,irrror,user,,False,KR,200,117,24353.4362275711,2450,62,u,91.87,2.69,199.17,False
195,5e774c3845f15922350613e3,scientistkey,user,,False,JP,922,521,24343.130346783837,2446,62,u,90.59,2.65,192.12,False
196,5e411d654be6907ad7eab935,natsukac,user,,False,JP,140,89,24340.157401613327,2449,88,u,76.72,2.76,156.69,True
197,5e77179f5bc0c31aba228ada,quarpi01,user,,False,KR,623,342,24339.751744588895,2445,62,u,75.97,2.01,169.29,False
198,5e39e5d7ad00db23441d6e24,modesttomato,user,,True,US,301,185,24336.835729702245,2446,89,u,90.4,2.42,200.83,True
199,5ec748f5e20a57623f225459,windcatcher,user,,False,MY,625,339,24327.635771652436,2441,66,u,82.2,2.1,182.57,False
200,5f4202267dad192e8516cc5d,oranstar,user,,False,KR,154,92,24326.360249826936,2440,65,u,87.2,2.66,181.79,False
201,5e5eebb41487ca7ac6c090d4,parmajawnchee,user,,False,US,689,389,24323.777749486697,2439,63,u,92.73,2.42,196.35,False
202,600121138dff3ef996f8a428,captainpaul,user,True,False,US,37,31,24318.661144532743,2439,71,u,73.48,2.39,170.82,False
203,5e7b20fcbc5a5a5832d05255,rgr,user,,False,US,2164,1173,24315.219862346436,2435,62,u,73.21,2.18,170.49,False
204,5f3934c4fdafc22e7e00d2bb,ting704,user,,False,TW,205,127,24311.501307588078,2437,80,u,75.31,1.81,171.5,True
205,5ff4fb0de5a75e3212fff075,somilu,user,,False,,36,31,24308.072577142695,2435,72,u,76.75,2.26,174.65,False
206,5ec5ab1ce20a57623f2227e5,akatsuki16,user,,False,,582,322,24302.362652048552,2430,62,u,83.96,2.18,182.78,False
207,5ec57d78678f2f6254b8ef7d,hdbang,user,,False,CA,353,210,24298.049338611672,2435,86,u,83.22,2.49,172.44,True
208,5f1aa719ed9eb16bfbd0f78f,officegunner,user,,False,HK,375,218,24294.38269725092,2427,62,u,68.0,2.22,165.83,False
209,5e499fb3fad3ca55f65126cd,santi,user,,False,US,861,482,24288.867112634234,2425,63,u,77.44,2.28,165.56,False
210,5f4910367dad192e851793af,johnwalker,user,,False,TW,121,74,24287.524054764763,2425,66,u,74.83,2.1,173.05,False
211,5fe44ab32f7ee40b88d6ef2d,riftbottle,user,,False,,243,156,24287.01093529021,2424,63,u,100.7,2.67,203.56,False
212,5f2101a06c85e811417b1bfd,ballcer,user,,False,NZ,276,173,24283.297225766946,2423,63,u,78.88,2.15,183.93,False
